09-22-23_04-12-13-246 - Logging Started
04-16-24-601 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[6] Targ:[11] Bloc:[68] Aim:[27] CCast:[6] RndCast[12] TopCast[0]
04-18-54-756 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[13] Aim:[31] CCast:[1] RndCast[5] TopCast[0]
04-18-57-758 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[36] Bloc:[14] Aim:[32] CCast:[2] RndCast[6] TopCast[0]
04-19-00-758 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[36] Bloc:[9] Aim:[28] CCast:[1] RndCast[1] TopCast[0]
04-19-03-919 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[13] Aim:[34] CCast:[2] RndCast[6] TopCast[0]
04-19-06-918 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[37] Bloc:[12] Aim:[29] CCast:[0] RndCast[4] TopCast[0]
04-19-10-085 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[70] Aim:[92] CCast:[28] RndCast[35] TopCast[0]
04-19-13-081 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[18] Aim:[39] CCast:[3] RndCast[8] TopCast[0]
04-19-16-330 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[34] Bloc:[60] Aim:[79] CCast:[26] RndCast[31] TopCast[0]
04-19-20-718 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[72] Aim:[91] CCast:[28] RndCast[37] TopCast[0]
04-19-24-170 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[36] Bloc:[65] Aim:[85] CCast:[0] RndCast[59] TopCast[0]
04-19-27-585 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[66] Aim:[80] CCast:[26] RndCast[31] TopCast[0]
04-19-30-758 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[8] Aim:[31] CCast:[1] RndCast[3] TopCast[0]
04-19-34-017 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[18] Aim:[39] CCast:[3] RndCast[9] TopCast[0]
04-19-37-190 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[13] Aim:[31] CCast:[2] RndCast[6] TopCast[0]
04-19-40-364 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[127] Aim:[148] CCast:[27] RndCast[92] TopCast[0]
04-19-43-528 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[9] Aim:[31] CCast:[1] RndCast[3] TopCast[0]
04-19-46-704 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[5] Aim:[27] CCast:[0] RndCast[0] TopCast[0]
04-19-50-374 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[128] Aim:[149] CCast:[53] RndCast[65] TopCast[0]
04-19-53-653 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[120] Aim:[141] CCast:[26] RndCast[88] TopCast[0]
04-19-56-653 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[8] Aim:[27] CCast:[1] RndCast[3] TopCast[0]
04-19-59-819 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[14] Aim:[34] CCast:[2] RndCast[6] TopCast[0]
04-20-02-818 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[12] Aim:[34] CCast:[1] RndCast[3] TopCast[0]
04-20-05-990 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[75] Aim:[96] CCast:[27] RndCast[34] TopCast[0]
04-20-08-988 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[76] Aim:[96] CCast:[3] RndCast[66] TopCast[0]
04-20-12-156 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[3] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
04-20-15-156 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[69] Aim:[84] CCast:[27] RndCast[34] TopCast[0]
04-20-18-156 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[8] Aim:[31] CCast:[0] RndCast[0] TopCast[0]
04-20-21-817 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[18] Aim:[38] CCast:[3] RndCast[9] TopCast[0]
04-20-25-038 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[69] Aim:[92] CCast:[26] RndCast[31] TopCast[0]
04-20-28-200 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[125] Aim:[145] CCast:[27] RndCast[91] TopCast[0]
04-20-31-200 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[34] Bloc:[5] Aim:[22] CCast:[0] RndCast[0] TopCast[0]
04-20-34-371 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[37] Bloc:[67] Aim:[86] CCast:[27] RndCast[34] TopCast[0]
04-20-37-369 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[22] Aim:[43] CCast:[3] RndCast[9] TopCast[0]
04-20-40-534 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[3] Aim:[27] CCast:[0] RndCast[0] TopCast[0]
04-20-43-538 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[72] Aim:[91] CCast:[27] RndCast[34] TopCast[0]
04-20-46-532 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[60] Aim:[83] CCast:[26] RndCast[31] TopCast[0]
04-20-49-698 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[14] Aim:[31] CCast:[2] RndCast[6] TopCast[0]
04-20-53-363 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[9] Aim:[30] CCast:[1] RndCast[3] TopCast[0]
04-20-59-384 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[14] Aim:[35] CCast:[1] RndCast[3] TopCast[0]
04-21-02-383 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[13] Aim:[35] CCast:[2] RndCast[6] TopCast[0]
04-21-05-548 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[71] Aim:[92] CCast:[27] RndCast[34] TopCast[0]
04-21-08-718 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[119] Aim:[141] CCast:[26] RndCast[88] TopCast[0]
04-21-11-718 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[37] Bloc:[74] Aim:[94] CCast:[28] RndCast[37] TopCast[0]
04-21-14-884 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[36] Bloc:[5] Aim:[24] CCast:[0] RndCast[0] TopCast[0]
04-21-18-050 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[67] Aim:[87] CCast:[27] RndCast[34] TopCast[0]
04-21-21-258 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[69] Aim:[92] CCast:[27] RndCast[34] TopCast[0]
04-21-24-959 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[14] Aim:[35] CCast:[2] RndCast[6] TopCast[0]
04-21-28-288 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[180] Aim:[202] CCast:[52] RndCast[119] TopCast[0]
04-21-31-462 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[9] Aim:[31] CCast:[1] RndCast[3] TopCast[0]
04-21-34-642 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[14] Aim:[31] CCast:[2] RndCast[4] TopCast[0]
04-21-37-807 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[8] Aim:[31] CCast:[1] RndCast[3] TopCast[0]
04-21-41-175 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[67] Aim:[88] CCast:[0] RndCast[61] TopCast[0]
04-21-44-170 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[13] Aim:[35] CCast:[2] RndCast[6] TopCast[0]
04-21-47-338 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[13] Aim:[35] CCast:[2] RndCast[6] TopCast[0]
04-21-50-339 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[34] Bloc:[3] Aim:[22] CCast:[0] RndCast[0] TopCast[0]
04-21-54-006 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[33] Bloc:[11] Aim:[25] CCast:[1] RndCast[3] TopCast[0]
04-21-57-006 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[12] Aim:[35] CCast:[1] RndCast[7] TopCast[0]
04-22-00-171 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[9] Aim:[30] CCast:[1] RndCast[3] TopCast[0]
04-22-03-367 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[66] Aim:[88] CCast:[1] RndCast[60] TopCast[0]
04-22-06-530 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[13] Aim:[35] CCast:[1] RndCast[7] TopCast[0]
04-22-09-531 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[34] Bloc:[13] Aim:[30] CCast:[2] RndCast[4] TopCast[0]
04-22-12-734 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[128] Aim:[145] CCast:[53] RndCast[69] TopCast[0]
04-22-15-896 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[9] Aim:[31] CCast:[1] RndCast[3] TopCast[0]
04-22-18-902 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[9] Aim:[31] CCast:[1] RndCast[3] TopCast[0]
04-22-22-074 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[75] Aim:[96] CCast:[2] RndCast[65] TopCast[0]
04-22-25-751 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[118] Aim:[141] CCast:[52] RndCast[62] TopCast[0]
04-22-28-753 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[132] Aim:[149] CCast:[54] RndCast[70] TopCast[0]
04-22-31-914 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[37] Bloc:[5] Aim:[25] CCast:[0] RndCast[0] TopCast[0]
04-22-35-085 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[13] Aim:[35] CCast:[2] RndCast[6] TopCast[0]
04-22-38-086 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[13] Aim:[35] CCast:[1] RndCast[5] TopCast[0]
04-22-41-083 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[124] Aim:[145] CCast:[53] RndCast[65] TopCast[0]
04-22-44-436 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[66] Aim:[88] CCast:[1] RndCast[60] TopCast[0]
04-22-47-437 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[10] Aim:[27] CCast:[1] RndCast[3] TopCast[0]
04-22-50-435 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[9] Aim:[30] CCast:[1] RndCast[3] TopCast[0]
04-22-53-603 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[18] Aim:[38] CCast:[2] RndCast[10] TopCast[0]
04-22-57-278 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[66] Aim:[87] CCast:[27] RndCast[34] TopCast[0]
04-23-00-276 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[11] Aim:[31] CCast:[1] RndCast[3] TopCast[0]
04-23-03-446 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[8] Aim:[27] CCast:[1] RndCast[3] TopCast[0]
04-23-06-619 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[10] Aim:[27] CCast:[1] RndCast[3] TopCast[0]
04-23-09-618 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[14] Aim:[34] CCast:[1] RndCast[7] TopCast[0]
04-23-12-785 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[67] Aim:[88] CCast:[1] RndCast[60] TopCast[0]
04-23-15-790 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[66] Aim:[87] CCast:[27] RndCast[34] TopCast[0]
04-23-18-947 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[125] Aim:[145] CCast:[53] RndCast[65] TopCast[0]
04-23-21-947 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[12] Aim:[34] CCast:[1] RndCast[5] TopCast[0]
04-23-25-621 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[70] Aim:[88] CCast:[27] RndCast[36] TopCast[0]
04-23-28-786 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[5] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
04-23-31-784 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[13] Aim:[35] CCast:[2] RndCast[6] TopCast[0]
04-23-34-955 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[124] Aim:[144] CCast:[53] RndCast[65] TopCast[0]
04-23-38-116 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[13] Aim:[34] CCast:[1] RndCast[4] TopCast[0]
04-23-41-116 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[74] Aim:[96] CCast:[28] RndCast[38] TopCast[0]
04-23-44-280 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[4] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
04-23-47-459 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[36] Bloc:[16] Aim:[32] CCast:[2] RndCast[4] TopCast[0]
04-23-50-458 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[8] Aim:[31] CCast:[1] RndCast[3] TopCast[0]
04-23-53-614 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[69] Aim:[88] CCast:[0] RndCast[61] TopCast[0]
04-23-57-114 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[70] Aim:[91] CCast:[28] RndCast[35] TopCast[0]
04-24-00-278 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[10] Aim:[31] CCast:[1] RndCast[3] TopCast[0]
04-24-03-281 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[33] Bloc:[7] Aim:[22] CCast:[0] RndCast[0] TopCast[0]
04-24-06-444 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[32] Bloc:[31] Aim:[33] CCast:[1] RndCast[3] TopCast[0]
04-24-09-621 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[37] Bloc:[74] Aim:[91] CCast:[1] RndCast[64] TopCast[0]
04-24-12-622 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[36] Bloc:[13] Aim:[29] CCast:[1] RndCast[3] TopCast[0]
04-24-15-788 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[36] Bloc:[19] Aim:[34] CCast:[2] RndCast[6] TopCast[0]
04-24-18-795 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[12] Aim:[35] CCast:[1] RndCast[5] TopCast[0]
04-24-21-953 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[34] Bloc:[15] Aim:[30] CCast:[2] RndCast[4] TopCast[0]
04-24-24-953 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[36] Bloc:[13] Aim:[32] CCast:[1] RndCast[7] TopCast[0]
04-24-28-625 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[37] Bloc:[14] Aim:[33] CCast:[2] RndCast[4] TopCast[0]
04-24-31-792 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[4] Aim:[26] CCast:[0] RndCast[0] TopCast[0]
04-24-34-958 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[20] Aim:[39] CCast:[3] RndCast[7] TopCast[0]
04-24-37-959 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[117] Aim:[141] CCast:[26] RndCast[88] TopCast[0]
04-24-42-001 - (STATS) -------- AIs:[10] - WcBlocks:[34] - AiReq:[24] Targ:[35] Bloc:[75] Aim:[92] CCast:[29] RndCast[38] TopCast[0]
