09-22-23_03-22-10-710 - Logging Started
03-24-55-729 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[6] Targ:[11] Bloc:[68] Aim:[27] CCast:[6] RndCast[12] TopCast[0]
03-25-58-376 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[12] Aim:[27] CCast:[1] RndCast[3] TopCast[0]
03-26-01-376 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[15] Aim:[23] CCast:[0] RndCast[4] TopCast[0]
03-26-04-535 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[12] Aim:[27] CCast:[1] RndCast[3] TopCast[0]
03-26-07-537 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[9] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-26-10-535 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[33] Bloc:[64] Aim:[78] CCast:[26] RndCast[31] TopCast[0]
03-26-13-698 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[28] Aim:[43] CCast:[3] RndCast[9] TopCast[0]
03-26-16-698 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[6] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-26-20-333 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[68] Aim:[76] CCast:[26] RndCast[31] TopCast[0]
03-26-23-333 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[10] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-26-26-618 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[18] Aim:[31] CCast:[2] RndCast[6] TopCast[0]
03-26-29-619 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[6] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-26-32-618 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[20] Aim:[35] CCast:[3] RndCast[9] TopCast[0]
03-26-35-777 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[10] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-26-38-777 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[69] Aim:[76] CCast:[26] RndCast[31] TopCast[0]
03-26-41-937 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[6] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-26-44-938 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[18] Aim:[31] CCast:[1] RndCast[5] TopCast[0]
03-26-48-097 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[6] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-26-51-567 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[26] Aim:[39] CCast:[3] RndCast[11] TopCast[0]
03-26-54-726 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[6] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-26-57-726 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[10] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-27-00-728 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[65] Aim:[76] CCast:[26] RndCast[31] TopCast[0]
03-27-03-889 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[8] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-27-06-889 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[16] Aim:[31] CCast:[1] RndCast[5] TopCast[0]
03-27-10-053 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[32] Bloc:[24] Aim:[36] CCast:[3] RndCast[13] TopCast[0]
03-27-13-053 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[6] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-27-16-217 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[10] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-27-19-217 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[16] Aim:[31] CCast:[1] RndCast[7] TopCast[0]
03-27-22-844 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[8] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-27-25-844 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[14] Aim:[27] CCast:[0] RndCast[4] TopCast[0]
03-27-28-844 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[30] Bloc:[14] Aim:[22] CCast:[1] RndCast[1] TopCast[0]
03-27-32-017 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[24] Aim:[39] CCast:[3] RndCast[11] TopCast[0]
03-27-35-017 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[8] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-27-38-175 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[16] Aim:[31] CCast:[1] RndCast[7] TopCast[0]
03-27-41-178 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[6] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-27-44-335 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[34] Bloc:[11] Aim:[22] CCast:[0] RndCast[0] TopCast[0]
03-27-47-335 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[29] Bloc:[9] Aim:[17] CCast:[0] RndCast[0] TopCast[0]
03-27-50-950 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[22] Aim:[31] CCast:[2] RndCast[10] TopCast[0]
03-27-53-950 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[6] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-27-57-109 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[15] Aim:[27] CCast:[0] RndCast[4] TopCast[0]
03-28-00-109 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[12] Aim:[27] CCast:[1] RndCast[3] TopCast[0]
03-28-03-268 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[29] Bloc:[9] Aim:[17] CCast:[0] RndCast[0] TopCast[0]
03-28-06-268 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[18] Aim:[35] CCast:[3] RndCast[9] TopCast[0]
03-28-09-268 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[10] Aim:[23] CCast:[0] RndCast[4] TopCast[0]
03-28-12-460 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[12] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-28-15-460 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[13] Aim:[23] CCast:[0] RndCast[4] TopCast[0]
03-28-18-620 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[15] Aim:[27] CCast:[1] RndCast[3] TopCast[0]
03-28-22-095 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[34] Bloc:[7] Aim:[22] CCast:[0] RndCast[0] TopCast[0]
03-28-25-256 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[14] Aim:[31] CCast:[2] RndCast[6] TopCast[0]
03-28-28-254 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[7] Aim:[23] CCast:[0] RndCast[4] TopCast[0]
03-28-31-417 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[17] Aim:[27] CCast:[2] RndCast[6] TopCast[0]
03-28-34-418 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[3] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-28-37-417 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[7] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-28-40-576 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[33] Bloc:[9] Aim:[21] CCast:[0] RndCast[0] TopCast[0]
03-28-43-576 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[19] Aim:[35] CCast:[2] RndCast[10] TopCast[0]
03-28-46-745 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[3] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-28-49-745 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[18] Aim:[27] CCast:[1] RndCast[7] TopCast[0]
03-28-53-385 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[7] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-28-56-545 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[9] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-28-59-543 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[10] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-29-02-706 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[32] Bloc:[22] Aim:[32] CCast:[3] RndCast[9] TopCast[0]
03-29-05-705 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[3] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-29-08-706 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[9] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-29-11-867 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[16] Aim:[31] CCast:[1] RndCast[7] TopCast[0]
03-29-14-869 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[8] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-29-18-028 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[10] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-29-21-029 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[30] Bloc:[10] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
03-29-24-645 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[29] Bloc:[10] Aim:[17] CCast:[0] RndCast[0] TopCast[0]
03-29-30-577 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[10] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-29-33-581 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[12] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-29-36-579 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[18] Aim:[31] CCast:[1] RndCast[7] TopCast[0]
03-29-39-739 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[10] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-29-42-739 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[30] Bloc:[12] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
03-29-45-903 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[29] Bloc:[12] Aim:[17] CCast:[0] RndCast[0] TopCast[0]
03-29-48-904 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[12] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-29-51-905 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[12] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-29-55-530 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[19] Aim:[31] CCast:[1] RndCast[7] TopCast[0]
03-29-58-531 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[28] Bloc:[9] Aim:[16] CCast:[0] RndCast[0] TopCast[0]
03-30-01-696 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[22] Aim:[39] CCast:[3] RndCast[12] TopCast[0]
03-30-04-697 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[6] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-30-07-858 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[18] Aim:[31] CCast:[1] RndCast[5] TopCast[0]
03-30-10-858 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[6] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-30-14-020 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[71] Aim:[84] CCast:[26] RndCast[33] TopCast[0]
03-30-17-021 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[29] Bloc:[6] Aim:[17] CCast:[0] RndCast[0] TopCast[0]
03-30-20-019 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[136] Aim:[157] CCast:[29] RndCast[99] TopCast[0]
03-30-23-178 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[67] Aim:[80] CCast:[26] RndCast[33] TopCast[0]
03-30-26-650 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[6] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-30-29-822 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[67] Aim:[80] CCast:[26] RndCast[31] TopCast[0]
03-30-32-821 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[6] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-30-35-980 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[33] Bloc:[10] Aim:[21] CCast:[0] RndCast[0] TopCast[0]
03-30-38-980 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[19] Aim:[35] CCast:[2] RndCast[8] TopCast[0]
03-30-42-142 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[5] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-30-45-145 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[16] Aim:[23] CCast:[0] RndCast[4] TopCast[0]
03-30-48-144 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[14] Aim:[27] CCast:[1] RndCast[3] TopCast[0]
03-30-51-304 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[6] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-30-54-965 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[34] Bloc:[8] Aim:[22] CCast:[0] RndCast[0] TopCast[0]
03-30-57-964 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[19] Aim:[35] CCast:[2] RndCast[10] TopCast[0]
03-31-00-964 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[27] Bloc:[3] Aim:[15] CCast:[0] RndCast[0] TopCast[0]
03-31-04-125 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[10] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-31-07-126 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[10] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-31-10-285 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[16] Aim:[31] CCast:[1] RndCast[7] TopCast[0]
03-31-13-285 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[8] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-31-16-287 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[33] Bloc:[73] Aim:[86] CCast:[28] RndCast[37] TopCast[0]
03-31-19-445 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[8] Aim:[23] CCast:[0] RndCast[1] TopCast[0]
03-31-22-445 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[12] Aim:[23] CCast:[1] RndCast[3] TopCast[0]
03-31-26-067 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[8] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-31-29-231 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[34] Bloc:[65] Aim:[79] CCast:[26] RndCast[31] TopCast[0]
03-31-32-232 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[33] Bloc:[20] Aim:[33] CCast:[2] RndCast[6] TopCast[0]
03-31-35-394 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[33] Bloc:[8] Aim:[25] CCast:[1] RndCast[3] TopCast[0]
03-31-38-396 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[7] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-31-41-394 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[33] Bloc:[66] Aim:[78] CCast:[26] RndCast[31] TopCast[0]
03-31-44-649 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[6] Aim:[23] CCast:[0] RndCast[0] TopCast[0]
03-31-48-465 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[71] Aim:[84] CCast:[26] RndCast[35] TopCast[0]
03-31-51-468 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[29] Bloc:[6] Aim:[17] CCast:[0] RndCast[0] TopCast[0]
03-31-54-642 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[22] Aim:[39] CCast:[3] RndCast[13] TopCast[0]
03-31-58-523 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[32] Bloc:[6] Aim:[20] CCast:[0] RndCast[0] TopCast[0]
03-32-01-676 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[18] Aim:[31] CCast:[1] RndCast[7] TopCast[0]
03-32-04-677 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[8] Aim:[31] CCast:[1] RndCast[3] TopCast[0]
03-32-08-519 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[65] Aim:[80] CCast:[26] RndCast[31] TopCast[0]
03-32-11-936 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[30] Bloc:[6] Aim:[18] CCast:[0] RndCast[0] TopCast[0]
03-32-15-104 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[22] Aim:[39] CCast:[3] RndCast[11] TopCast[0]
03-32-18-355 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[6] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-32-21-691 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[71] Aim:[84] CCast:[26] RndCast[31] TopCast[0]
03-32-24-690 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[33] Bloc:[6] Aim:[21] CCast:[0] RndCast[0] TopCast[0]
03-32-28-599 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[69] Aim:[76] CCast:[26] RndCast[31] TopCast[0]
03-32-31-599 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[34] Bloc:[6] Aim:[22] CCast:[0] RndCast[0] TopCast[0]
03-32-34-765 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[27] Aim:[43] CCast:[3] RndCast[9] TopCast[0]
03-32-38-036 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[3] Aim:[19] CCast:[0] RndCast[0] TopCast[0]
03-32-41-199 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[69] Aim:[76] CCast:[26] RndCast[31] TopCast[0]
03-32-44-199 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[33] Bloc:[6] Aim:[21] CCast:[0] RndCast[0] TopCast[0]
03-32-47-379 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[32] Bloc:[10] Aim:[20] CCast:[0] RndCast[0] TopCast[0]
03-32-50-381 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[75] Aim:[96] CCast:[29] RndCast[40] TopCast[0]
03-32-53-380 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[63] Aim:[80] CCast:[26] RndCast[31] TopCast[0]
03-32-56-545 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[31] Bloc:[10] Aim:[23] CCast:[0] RndCast[2] TopCast[0]
03-33-00-185 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[33] Bloc:[67] Aim:[78] CCast:[26] RndCast[31] TopCast[0]
03-33-03-355 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[10] Aim:[27] CCast:[0] RndCast[2] TopCast[0]
03-33-06-521 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[33] Bloc:[10] Aim:[21] CCast:[0] RndCast[0] TopCast[0]
03-33-09-881 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[35] Bloc:[19] Aim:[35] CCast:[2] RndCast[8] TopCast[0]
