09-22-23_02-38-24-686 - Logging Started
02-41-16-258 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[6] Targ:[11] Bloc:[68] Aim:[27] CCast:[6] RndCast[12] TopCast[0]
02-42-49-998 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[4] Aim:[27] CCast:[0] RndCast[0] TopCast[0]
02-42-52-999 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[181] Aim:[202] CCast:[52] RndCast[119] TopCast[0]
02-42-56-158 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[13] Aim:[35] CCast:[2] RndCast[6] TopCast[0]
02-42-59-158 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[185] Aim:[206] CCast:[54] RndCast[125] TopCast[0]
02-43-02-317 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[12] Aim:[35] CCast:[1] RndCast[7] TopCast[0]
02-43-05-317 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[10] Aim:[31] CCast:[1] RndCast[1] TopCast[0]
02-43-08-318 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[78] Aim:[90] CCast:[0] RndCast[57] TopCast[0]
02-43-11-951 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[15] Aim:[35] CCast:[2] RndCast[4] TopCast[0]
02-43-14-951 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[70] Aim:[92] CCast:[2] RndCast[63] TopCast[0]
02-43-18-109 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[70] Aim:[92] CCast:[2] RndCast[61] TopCast[0]
02-43-21-109 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[36] Bloc:[9] Aim:[28] CCast:[1] RndCast[3] TopCast[0]
02-43-24-273 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[17] Aim:[39] CCast:[2] RndCast[8] TopCast[0]
02-43-27-272 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[10] Aim:[31] CCast:[1] RndCast[3] TopCast[0]
02-43-30-433 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[72] Aim:[92] CCast:[2] RndCast[61] TopCast[0]
02-43-33-433 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[66] Aim:[88] CCast:[1] RndCast[60] TopCast[0]
02-43-36-436 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[13] Aim:[35] CCast:[2] RndCast[6] TopCast[0]
02-43-40-086 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[14] Aim:[35] CCast:[1] RndCast[7] TopCast[0]
02-43-43-250 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[66] Aim:[88] CCast:[27] RndCast[34] TopCast[0]
02-43-46-250 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[67] Aim:[88] CCast:[1] RndCast[60] TopCast[0]
02-43-49-250 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[18] Aim:[39] CCast:[2] RndCast[10] TopCast[0]
02-43-52-409 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[8] Aim:[31] CCast:[1] RndCast[3] TopCast[0]
02-43-55-410 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[38] Bloc:[92] Aim:[102] CCast:[29] RndCast[41] TopCast[0]
02-43-58-569 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[3] Aim:[27] CCast:[0] RndCast[0] TopCast[0]
02-44-01-569 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[76] Aim:[96] CCast:[3] RndCast[66] TopCast[0]
02-44-04-569 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[64] Aim:[88] CCast:[26] RndCast[35] TopCast[0]
02-44-07-733 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[19] Aim:[35] CCast:[2] RndCast[6] TopCast[0]
02-44-11-353 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[7] Aim:[31] CCast:[0] RndCast[4] TopCast[0]
02-44-14-351 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[13] Aim:[35] CCast:[2] RndCast[6] TopCast[0]
02-44-17-351 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[60] Aim:[84] CCast:[0] RndCast[57] TopCast[0]
02-44-20-507 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[19] Aim:[39] CCast:[2] RndCast[10] TopCast[0]
02-44-23-507 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[3] Aim:[27] CCast:[0] RndCast[0] TopCast[0]
02-44-26-666 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[74] Aim:[92] CCast:[2] RndCast[63] TopCast[0]
02-44-29-666 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[3] Aim:[27] CCast:[0] RndCast[0] TopCast[0]
02-44-32-828 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[71] Aim:[92] CCast:[2] RndCast[63] TopCast[0]
02-44-35-827 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[7] Aim:[31] CCast:[0] RndCast[4] TopCast[0]
02-44-38-828 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[16] Aim:[35] CCast:[2] RndCast[4] TopCast[0]
02-44-42-452 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[118] Aim:[141] CCast:[26] RndCast[88] TopCast[0]
02-44-45-452 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[71] Aim:[92] CCast:[28] RndCast[37] TopCast[0]
02-44-48-619 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[74] Aim:[96] CCast:[2] RndCast[63] TopCast[0]
02-44-51-782 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[61] Aim:[84] CCast:[26] RndCast[31] TopCast[0]
02-44-54-782 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[72] Aim:[92] CCast:[2] RndCast[63] TopCast[0]
02-44-57-783 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[64] Aim:[88] CCast:[26] RndCast[31] TopCast[0]
02-45-00-944 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[129] Aim:[149] CCast:[27] RndCast[91] TopCast[0]
02-45-03-945 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[9] Aim:[31] CCast:[1] RndCast[3] TopCast[0]
02-45-06-945 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[74] Aim:[96] CCast:[2] RndCast[63] TopCast[0]
02-45-10-110 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[9] Aim:[31] CCast:[1] RndCast[3] TopCast[0]
02-45-13-772 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[66] Aim:[88] CCast:[26] RndCast[33] TopCast[0]
02-45-16-773 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[72] Aim:[92] CCast:[2] RndCast[63] TopCast[0]
02-45-19-930 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[10] Aim:[31] CCast:[1] RndCast[3] TopCast[0]
02-45-22-930 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[75] Aim:[96] CCast:[28] RndCast[39] TopCast[0]
02-45-25-930 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[4] Aim:[27] CCast:[0] RndCast[0] TopCast[0]
02-45-29-091 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[74] Aim:[96] CCast:[28] RndCast[39] TopCast[0]
02-45-32-091 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[66] Aim:[88] CCast:[1] RndCast[60] TopCast[0]
02-45-35-251 - (STATS) -------- AIs:[9] - WcBlocks:[27] - AiReq:[24] Targ:[39] Bloc:[14] Aim:[35] CCast:[2] RndCast[4] TopCast[0]
